login_frequency,feature_usage_count,support_ticket_volume,payment_amount,account_age,churned
1.0,0.0,2.0,24.7,30,0
11.0,5.0,3.0,77.4,90,0
9.0,4.0,7.0,96.8,630,1
11.0,4.0,4.0,85.4,2070,0
12.0,4.0,1.0,47.6,2130,0
5.0,1.0,1.0,19.4,2070,0
12.0,6.0,1.0,103.85,1440,0
11.0,4.0,5.0,83.35,1410,1
7.0,2.0,5.0,49.4,60,1
14.0,7.0,2.0,108.45,1350,0
9.0,3.0,4.0,81.0,1530,0
16.0,6.0,2.0,79.2,660,1
17.0,8.0,0.0,86.65,2160,0
13.0,5.0,4.0,92.95,1110,0
18.0,8.0,1.0,90.35,2130,0
5.0,2.0,2.0,48.7,210,1
9.0,2.0,3.0,25.15,1980,0
11.0,5.0,2.0,76.4,1530,0
2.0,1.0,2.0,19.55,900,0
8.0,3.0,3.0,85.35,1020,0
5.0,2.0,1.0,24.8,1920,0
16.0,6.0,4.0,103.15,1950,0
13.0,6.0,3.0,100.75,1410,0
9.0,4.0,3.0,95.6,30,1
10.0,4.0,2.0,59.75,1470,1
11.0,5.0,3.0,94.1,2010,0
5.0,1.0,1.0,19.35,1170,0
7.0,1.0,2.0,19.9,420,0
13.0,6.0,2.0,108.15,1290,1
12.0,5.0,3.0,101.05,1680,0
9.0,3.0,0.0,59.1,420,0
5.0,1.0,3.0,71.35,30,1
9.0,3.0,3.0,55.85,480,0
14.0,6.0,4.0,106.05,2100,0
14.0,7.0,2.0,84.1,2160,0
6.0,2.0,5.0,75.3,690,0
7.0,2.0,2.0,24.7,630,0
4.0,1.0,1.0,20.15,30,1
2.0,1.0,3.0,69.75,30,1
11.0,4.0,4.0,93.2,960,1
8.0,2.0,5.0,80.85,510,1
5.0,2.0,3.0,33.65,120,1
10.0,3.0,3.0,55.8,1080,0
6.0,3.0,3.0,39.7,1500,0
5.0,1.0,1.0,29.5,1440,0
5.0,1.0,0.0,20.15,1500,0
17.0,7.0,0.0,79.55,2160,0
7.0,2.0,0.0,24.8,300,0
4.0,1.0,2.0,19.65,540,0
5.0,2.0,3.0,79.95,30,1
5.0,1.0,1.0,19.3,30,1
9.0,4.0,5.0,94.05,270,0
11.0,4.0,3.0,90.75,60,0
9.0,3.0,1.0,78.85,1200,0
13.0,5.0,6.0,99.5,2070,0
14.0,6.0,2.0,99.2,1110,1
9.0,3.0,4.0,80.55,540,0
3.0,1.0,3.0,70.2,330,0
8.0,3.0,4.0,85.2,240,1
5.0,2.0,3.0,75.25,90,1
10.0,3.0,2.0,59.45,1650,0
13.0,5.0,6.0,93.35,990,0
6.0,1.0,3.0,44.95,1380,0
8.0,2.0,1.0,26.1,1020,0
6.0,1.0,1.0,20.2,90,0
6.0,1.0,0.0,21.25,900,0
9.0,4.0,0.0,59.4,990,0
10.0,5.0,3.0,95.0,1350,0
8.0,4.0,0.0,61.9,1200,0
20.0,8.0,1.0,118.65,2130,0
9.0,3.0,4.0,54.35,30,1
12.0,6.0,4.0,64.45,2160,0
5.0,2.0,3.0,80.15,660,0
4.0,1.0,1.0,20.2,1380,0
3.0,1.0,1.0,21.0,1650,0
3.0,1.0,0.0,20.45,30,0
16.0,5.0,1.0,75.85,360,0
7.0,3.0,5.0,80.45,930,0
2.0,0.0,4.0,24.95,150,1
10.0,5.0,4.0,75.5,2010,0
3.0,1.0,2.0,44.45,30,0
7.0,3.0,2.0,42.35,1200,1
14.0,6.0,3.0,74.55,1230,0
5.0,2.0,4.0,75.3,30,1
10.0,5.0,3.0,94.8,1530,1
9.0,4.0,1.0,48.15,1260,0
5.0,1.0,1.0,19.65,690,0
3.0,1.0,4.0,70.55,30,1
3.0,1.0,0.0,20.15,30,0
15.0,6.0,3.0,106.6,1680,0
11.0,4.0,4.0,91.0,450,0
5.0,2.0,0.0,25.4,360,0
10.0,5.0,2.0,69.95,1620,0
10.0,3.0,3.0,66.85,210,0
8.0,3.0,3.0,86.15,990,1
3.0,1.0,0.0,20.15,480,0
11.0,4.0,5.0,64.85,630,0
11.0,5.0,3.0,74.85,900,0
5.0,2.0,1.0,50.5,90,0
8.0,2.0,3.0,72.9,330,0
20.0,8.0,3.0,115.05,1860,0
3.0,1.0,1.0,19.0,540,0
4.0,1.0,0.0,19.55,180,0
14.0,5.0,3.0,101.1,1380,0
8.0,3.0,5.0,84.1,630,0
6.0,2.0,1.0,24.15,2040,0
5.0,2.0,3.0,50.1,30,0
6.0,2.0,5.0,74.6,750,0
3.0,1.0,0.0,19.75,720,0
9.0,3.0,5.0,85.0,900,1
8.0,2.0,3.0,80.55,60,1
15.0,6.0,3.0,106.8,1530,0
15.0,7.0,1.0,84.5,1710,0
4.0,2.0,2.0,25.05,450,0
15.0,7.0,0.0,83.7,2160,0
8.0,2.0,4.0,75.8,60,1
11.0,5.0,4.0,96.6,840,0
12.0,5.0,4.0,98.5,870,1
12.0,6.0,2.0,101.1,2100,0
7.0,1.0,0.0,20.2,390,0
14.0,6.0,5.0,94.05,1770,0
9.0,4.0,4.0,95.25,390,1
7.0,2.0,4.0,74.4,210,1
16.0,6.0,0.0,81.0,1860,0
9.0,4.0,0.0,60.25,630,0
7.0,3.0,3.0,60.85,60,0
6.0,1.0,3.0,43.95,30,0
10.0,3.0,3.0,86.05,120,0
3.0,1.0,1.0,20.25,570,0
8.0,3.0,3.0,85.15,900,1
5.0,1.0,2.0,19.4,2010,0
14.0,6.0,5.0,102.65,2160,0
5.0,1.0,0.0,19.9,1590,0
4.0,1.0,0.0,19.55,150,0
18.0,5.0,1.0,95.5,2130,0
16.0,7.0,1.0,84.15,1500,0
13.0,6.0,1.0,103.2,1680,0
5.0,2.0,3.0,50.2,60,0
8.0,4.0,3.0,88.55,60,1
6.0,3.0,3.0,54.75,720,1
4.0,1.0,2.0,19.95,1380,0
17.0,8.0,2.0,116.25,2130,0
5.0,1.0,2.0,31.2,870,0
6.0,2.0,1.0,24.45,2070,0
15.0,7.0,1.0,84.2,2130,0
7.0,3.0,5.0,91.3,30,1
16.0,7.0,3.0,85.65,1680,0
6.0,1.0,1.0,21.2,1680,0
6.0,2.0,4.0,79.5,30,1
6.0,2.0,0.0,25.55,840,0
3.0,1.0,1.0,20.2,570,0
9.0,4.0,1.0,63.85,1980,0
9.0,4.0,2.0,61.95,510,0
5.0,2.0,0.0,25.75,1560,0
8.0,3.0,3.0,58.2,570,0
16.0,7.0,3.0,85.85,1080,0
6.0,1.0,5.0,70.1,210,1
17.0,7.0,3.0,104.9,2160,0
18.0,7.0,5.0,111.3,2010,1
15.0,5.0,4.0,99.85,1020,0
13.0,5.0,4.0,95.25,1710,1
8.0,3.0,3.0,86.25,210,1
11.0,5.0,3.0,100.8,30,1
5.0,1.0,2.0,19.55,240,0
14.0,6.0,1.0,104.0,2070,0
12.0,6.0,4.0,104.4,1500,0
6.0,1.0,1.0,19.5,300,0
7.0,2.0,0.0,25.25,360,0
8.0,3.0,3.0,86.3,420,1
8.0,4.0,1.0,49.85,2100,0
15.0,7.0,2.0,108.95,1920,0
22.0,8.0,1.0,89.9,1980,0
13.0,6.0,1.0,82.0,2130,0
9.0,3.0,4.0,89.95,600,0
14.0,6.0,0.0,79.35,2160,0
14.0,5.0,1.0,64.05,2130,0
10.0,5.0,6.0,101.15,1140,0
10.0,4.0,3.0,89.95,840,1
7.0,2.0,3.0,76.45,510,1
5.0,2.0,2.0,39.1,990,0
4.0,2.0,1.0,34.6,690,0
3.0,1.0,0.0,19.55,1740,0
16.0,6.0,3.0,104.45,2100,0
4.0,1.0,3.0,70.5,120,0
3.0,1.0,0.0,20.35,1350,0
3.0,1.0,3.0,70.0,300,1
4.0,1.0,0.0,19.45,1080,0
11.0,5.0,1.0,69.9,1620,0
11.0,4.0,0.0,59.7,690,0
16.0,6.0,5.0,78.35,1230,0
4.0,1.0,4.0,71.45,150,0
8.0,3.0,2.0,45.85,810,0
12.0,4.0,1.0,95.85,30,0
5.0,2.0,2.0,35.7,2010,0
17.0,8.0,1.0,89.55,2160,0
6.0,2.0,0.0,24.95,1680,0
5.0,2.0,0.0,24.85,1320,0
11.0,5.0,3.0,100.8,1980,0
13.0,5.0,0.0,64.4,1020,1
17.0,6.0,4.0,105.35,2070,0
15.0,6.0,4.0,102.45,30,1
3.0,1.0,0.0,19.65,1200,0
8.0,3.0,2.0,54.45,900,0
14.0,4.0,2.0,70.5,330,0
3.0,1.0,2.0,20.1,450,0
10.0,4.0,2.0,69.35,330,0
6.0,1.0,0.0,19.8,1920,0
15.0,6.0,2.0,74.4,2160,0
14.0,6.0,3.0,93.05,2160,0
4.0,2.0,3.0,51.2,30,0
15.0,5.0,1.0,65.6,450,0
12.0,6.0,1.0,80.55,1800,0
7.0,3.0,3.0,52.7,1680,0
4.0,1.0,3.0,20.85,240,0
8.0,3.0,1.0,80.1,90,1
8.0,2.0,3.0,52.15,1470,0
7.0,2.0,4.0,80.2,60,1
14.0,6.0,2.0,98.15,180,1
18.0,8.0,2.0,114.95,2100,0
15.0,7.0,2.0,112.95,360,1
13.0,6.0,1.0,104.45,1560,0
17.0,8.0,1.0,113.65,2160,0
8.0,1.0,4.0,20.6,1200,0
2.0,1.0,3.0,70.9,30,1
9.0,3.0,4.0,86.85,90,1
10.0,3.0,4.0,91.55,1200,0
7.0,2.0,3.0,49.85,30,0
5.0,1.0,0.0,19.8,900,0
10.0,5.0,2.0,99.85,690,1
4.0,2.0,4.0,74.5,30,1
14.0,6.0,2.0,104.15,1320,0
16.0,7.0,1.0,109.15,1950,1
4.0,2.0,4.0,48.2,210,0
5.0,2.0,2.0,25.1,2160,0
10.0,5.0,3.0,100.15,240,0
14.0,4.0,2.0,65.2,480,1
12.0,5.0,3.0,99.5,1980,1
7.0,1.0,4.0,71.55,30,1
10.0,3.0,3.0,55.9,90,0
11.0,5.0,3.0,93.9,1590,1
12.0,4.0,1.0,64.4,240,0
18.0,7.0,2.0,108.4,2070,1
8.0,3.0,5.0,85.3,150,0
15.0,7.0,2.0,107.45,2160,0
8.0,3.0,3.0,48.75,390,1
8.0,3.0,4.0,85.65,120,1
18.0,8.0,1.0,91.3,1620,0
18.0,7.0,0.0,85.95,2160,0
12.0,6.0,6.0,106.7,360,1
1.0,0.0,3.0,25.15,30,1
3.0,1.0,5.0,45.2,30,0
16.0,7.0,1.0,110.35,1620,1
9.0,3.0,3.0,79.2,2070,0
6.0,3.0,2.0,55.5,1440,0
13.0,6.0,3.0,103.25,1440,1
9.0,4.0,2.0,90.25,240,0
16.0,8.0,1.0,91.25,2130,0
5.0,2.0,2.0,47.8,60,1
12.0,5.0,3.0,100.9,2010,0
11.0,5.0,3.0,97.7,1020,0
4.0,1.0,4.0,69.85,90,0
11.0,4.0,0.0,65.6,270,0
15.0,6.0,4.0,104.65,2130,0
10.0,4.0,1.0,90.45,1710,0
14.0,6.0,2.0,63.7,2160,0
12.0,6.0,2.0,104.5,1440,0
3.0,1.0,0.0,20.1,540,0
13.0,6.0,3.0,104.3,1290,0
18.0,8.0,4.0,93.25,2160,0
16.0,5.0,0.0,73.45,1050,0
3.0,1.0,1.0,20.7,120,0
5.0,2.0,0.0,25.25,1470,0
15.0,6.0,4.0,100.5,2130,0
10.0,3.0,3.0,90.6,330,0
17.0,8.0,0.0,89.4,1890,0
12.0,5.0,5.0,95.45,1950,0
4.0,1.0,0.0,20.45,1470,0
11.0,5.0,5.0,98.6,870,1
9.0,4.0,2.0,83.05,450,1
2.0,1.0,3.0,19.95,120,0
15.0,7.0,5.0,109.15,2160,0
8.0,3.0,3.0,85.7,780,0
13.0,5.0,5.0,102.05,1050,0
12.0,5.0,1.0,94.7,1710,0
13.0,4.0,3.0,64.4,840,0
5.0,2.0,1.0,26.8,750,0
9.0,4.0,3.0,66.05,1410,0
11.0,5.0,1.0,65.2,1710,0
9.0,3.0,3.0,85.05,480,0
8.0,3.0,4.0,55.8,150,0
2.0,1.0,6.0,70.4,510,1
14.0,6.0,4.0,104.75,1680,1
4.0,1.0,0.0,19.95,2160,0
9.0,4.0,3.0,94.25,630,1
6.0,3.0,3.0,45.0,1440,0
17.0,8.0,1.0,114.9,2040,0
15.0,6.0,1.0,106.4,900,0
3.0,1.0,4.0,46.1,90,0
11.0,3.0,3.0,39.7,420,0
4.0,1.0,3.0,20.05,120,0
13.0,5.0,4.0,95.75,2130,0
6.0,2.0,1.0,24.4,240,0
4.0,2.0,2.0,33.6,1830,0
11.0,5.0,3.0,90.45,2160,0
7.0,3.0,4.0,84.0,150,0
13.0,5.0,4.0,67.4,1470,0
6.0,1.0,1.0,19.7,240,0
6.0,2.0,5.0,80.35,90,0
5.0,1.0,0.0,19.6,270,0
6.0,3.0,3.0,54.2,2010,0
2.0,1.0,2.0,45.2,1380,0
13.0,6.0,3.0,75.1,2010,0
4.0,1.0,1.0,19.7,1650,0
14.0,6.0,2.0,72.75,990,0
4.0,1.0,2.0,20.05,1860,0
4.0,1.0,4.0,45.95,30,1
4.0,2.0,4.0,39.2,1470,0
4.0,1.0,3.0,44.75,30,0
9.0,4.0,6.0,82.65,420,0
10.0,5.0,3.0,93.9,540,0
3.0,1.0,4.0,70.15,30,1
7.0,3.0,3.0,85.55,30,1
16.0,8.0,4.0,117.15,2160,0
14.0,6.0,1.0,99.25,1920,0
18.0,8.0,2.0,112.55,2070,0
6.0,2.0,1.0,25.7,30,0
18.0,8.0,0.0,90.3,2130,0
4.0,2.0,0.0,49.4,1980,0
5.0,1.0,2.0,19.4,60,0
14.0,7.0,1.0,109.7,2130,0
8.0,3.0,2.0,61.25,330,0
6.0,3.0,3.0,55.3,1410,0
6.0,1.0,5.0,70.3,1050,1
12.0,6.0,3.0,106.35,960,1
17.0,6.0,2.0,103.75,1800,0
6.0,1.0,0.0,19.5,330,0
6.0,3.0,2.0,39.5,870,0
0.0,0.0,3.0,26.05,630,0
10.0,4.0,3.0,91.05,1440,0
5.0,1.0,4.0,29.65,90,0
5.0,2.0,3.0,50.2,1290,0
13.0,6.0,5.0,105.3,150,0
6.0,2.0,4.0,55.45,30,0
18.0,7.0,1.0,85.45,2130,0
3.0,1.0,0.0,19.8,240,0
7.0,3.0,2.0,59.25,240,0
8.0,4.0,4.0,90.7,600,0
13.0,6.0,3.0,103.7,990,1
6.0,3.0,6.0,79.05,2130,0
9.0,4.0,3.0,90.7,930,0
12.0,5.0,3.0,95.0,1140,0
9.0,3.0,5.0,88.35,30,1
3.0,1.0,2.0,30.25,60,0
10.0,3.0,3.0,49.85,360,0
13.0,5.0,2.0,93.0,270,0
8.0,3.0,1.0,54.55,330,0
3.0,1.0,0.0,19.7,180,0
17.0,7.0,1.0,84.8,2130,0
13.0,5.0,3.0,94.45,1260,0
10.0,4.0,3.0,94.2,240,1
9.0,4.0,3.0,96.25,150,1
4.0,1.0,4.0,70.7,60,1
4.0,1.0,0.0,20.85,1350,0
14.0,5.0,1.0,60.0,840,0
7.0,3.0,6.0,80.45,1290,0
14.0,7.0,1.0,84.95,1800,0
11.0,2.0,3.0,33.55,1260,1
9.0,4.0,0.0,49.65,210,0
4.0,1.0,3.0,20.2,750,0
9.0,4.0,4.0,94.55,1200,1
17.0,5.0,3.0,100.5,810,0
5.0,2.0,1.0,35.75,300,0
12.0,4.0,4.0,86.45,810,0
6.0,3.0,1.0,53.8,330,0
5.0,2.0,2.0,38.55,120,0
7.0,2.0,2.0,39.9,2040,0
7.0,1.0,3.0,70.05,30,0
5.0,1.0,0.0,20.1,540,0
15.0,7.0,3.0,112.95,1710,1
3.0,1.0,1.0,20.3,780,0
7.0,2.0,3.0,35.65,510,0
3.0,1.0,5.0,35.9,30,1
13.0,5.0,3.0,99.25,1140,1
10.0,4.0,4.0,82.95,1770,0
6.0,3.0,2.0,55.65,900,0
0.0,0.0,2.0,24.45,60,1
6.0,2.0,0.0,25.2,1500,0
11.0,4.0,0.0,50.8,270,0
3.0,1.0,1.0,19.65,90,0
8.0,3.0,3.0,59.8,420,0
5.0,2.0,3.0,73.55,930,0
9.0,4.0,3.0,61.4,210,0
13.0,6.0,3.0,103.35,240,1
5.0,1.0,1.0,19.9,510,0
3.0,1.0,1.0,19.45,960,0
8.0,2.0,4.0,81.5,60,0
9.0,3.0,6.0,84.8,210,1
18.0,7.0,5.0,109.55,2160,0
12.0,5.0,3.0,99.95,930,1
5.0,2.0,3.0,74.4,810,0
9.0,4.0,4.0,90.0,540,1
6.0,2.0,4.0,74.9,210,0
14.0,6.0,4.0,104.85,420,1
8.0,3.0,2.0,59.65,330,0
18.0,7.0,3.0,110.45,2160,0
13.0,6.0,4.0,106.1,840,1
6.0,2.0,4.0,74.2,450,1
5.0,2.0,4.0,74.45,120,0
5.0,2.0,0.0,24.55,2130,0
11.0,4.0,1.0,89.35,150,1
5.0,2.0,2.0,24.55,1410,0
12.0,4.0,3.0,90.65,1710,0
14.0,6.0,3.0,105.05,1500,0
2.0,1.0,2.0,20.45,240,0
7.0,1.0,1.0,19.55,1440,0
5.0,1.0,2.0,19.7,2100,0
12.0,5.0,0.0,70.45,30,0
6.0,3.0,4.0,85.65,240,0
4.0,2.0,3.0,77.15,30,1
6.0,1.0,7.0,35.25,30,1
3.0,1.0,0.0,20.55,1800,0
11.0,5.0,1.0,97.95,1470,0
7.0,3.0,3.0,48.55,120,1
6.0,1.0,0.0,20.0,870,0
5.0,2.0,2.0,25.25,2010,0
16.0,5.0,3.0,98.4,1590,1
15.0,6.0,0.0,70.9,2010,0
2.0,1.0,0.0,19.85,180,0
13.0,6.0,3.0,106.35,1410,0
15.0,6.0,3.0,99.5,1590,0
16.0,7.0,0.0,84.7,2070,0
8.0,3.0,4.0,86.05,90,0
4.0,1.0,4.0,44.55,120,0
13.0,6.0,0.0,75.85,1680,0
9.0,4.0,4.0,93.85,1770,1
6.0,2.0,1.0,25.0,1830,0
3.0,1.0,3.0,45.0,60,0
14.0,6.0,3.0,100.7,1380,1
4.0,1.0,1.0,20.5,360,0
8.0,3.0,4.0,80.45,420,1
10.0,4.0,1.0,90.45,840,0
11.0,4.0,0.0,60.45,720,0
7.0,3.0,0.0,55.25,930,1
20.0,7.0,1.0,78.45,2040,0
12.0,5.0,2.0,100.55,1170,0
3.0,1.0,0.0,20.35,1260,0
8.0,4.0,1.0,54.45,390,1
10.0,4.0,4.0,90.75,180,0
5.0,2.0,5.0,75.35,1050,1
3.0,1.0,1.0,20.25,1140,0
3.0,1.0,0.0,20.05,540,0
3.0,1.0,0.0,19.6,120,0
8.0,3.0,1.0,53.8,810,0
10.0,5.0,3.0,70.2,1230,0
11.0,5.0,0.0,75.5,1500,0
5.0,1.0,4.0,20.35,2160,0
5.0,2.0,0.0,26.05,2100,0
4.0,1.0,1.0,20.6,1320,0
5.0,2.0,5.0,75.7,60,1
2.0,1.0,0.0,20.1,1020,0
7.0,2.0,2.0,24.3,2160,0
5.0,2.0,0.0,24.5,2130,0
21.0,7.0,4.0,110.5,1920,0
7.0,2.0,0.0,25.25,2160,0
4.0,2.0,5.0,74.25,30,1
11.0,4.0,6.0,90.1,870,0
13.0,5.0,2.0,68.75,690,0
5.0,1.0,0.0,19.2,1560,0
8.0,4.0,4.0,89.7,750,1
16.0,8.0,2.0,115.1,1920,0
9.0,4.0,3.0,96.4,480,1
4.0,1.0,4.0,69.5,30,1
11.0,5.0,5.0,99.65,720,0
15.0,4.0,3.0,91.45,60,0
15.0,7.0,1.0,84.75,1020,0
6.0,3.0,3.0,85.25,1080,1
14.0,6.0,3.0,78.75,1590,0
5.0,1.0,2.0,20.25,1410,0
5.0,1.0,1.0,19.9,2160,0
14.0,6.0,2.0,97.75,2160,0
4.0,1.0,0.0,19.4,30,1
7.0,3.0,3.0,83.3,270,1
5.0,2.0,3.0,80.1,240,1
10.0,4.0,3.0,62.7,1350,1
11.0,5.0,3.0,100.4,210,0
5.0,2.0,0.0,24.45,2130,0
13.0,5.0,3.0,101.1,1230,0
8.0,3.0,5.0,50.9,2010,0
16.0,7.0,2.0,107.2,2070,0
17.0,8.0,1.0,92.2,2100,0
6.0,2.0,0.0,25.3,750,1
19.0,8.0,3.0,113.4,2160,0
5.0,2.0,2.0,40.55,1020,0
7.0,2.0,1.0,26.0,1950,0
19.0,8.0,3.0,111.95,2100,0
10.0,4.0,3.0,53.8,2160,0
11.0,4.0,2.0,72.1,1050,0
16.0,5.0,3.0,98.15,390,1
15.0,6.0,2.0,78.85,360,0
11.0,5.0,0.0,70.75,1860,0
12.0,5.0,0.0,76.15,750,0
8.0,3.0,2.0,39.1,1560,0
4.0,1.0,5.0,69.95,240,0
5.0,1.0,2.0,20.05,60,0
4.0,1.0,0.0,20.05,1680,0
7.0,1.0,1.0,19.45,360,0
6.0,2.0,0.0,26.9,1410,0
2.0,1.0,1.0,19.2,60,0
4.0,2.0,3.0,50.0,540,0
7.0,3.0,3.0,60.0,240,0
11.0,4.0,7.0,84.55,1350,0
3.0,1.0,2.0,45.45,90,0
3.0,1.0,2.0,20.05,1140,0
18.0,8.0,2.0,115.55,2160,0
11.0,5.0,3.0,93.7,1380,1
14.0,6.0,4.0,99.0,2130,0
9.0,3.0,1.0,50.55,1980,0
17.0,6.0,3.0,105.95,750,1
15.0,6.0,1.0,82.0,540,1
5.0,2.0,1.0,25.0,390,0
19.0,8.0,1.0,91.55,1950,0
10.0,5.0,6.0,95.75,1800,1
7.0,1.0,1.0,19.35,450,0
7.0,2.0,1.0,24.85,2160,0
9.0,4.0,4.0,94.05,900,1
13.0,5.0,3.0,100.4,1260,0
4.0,2.0,0.0,25.0,2130,0
8.0,2.0,4.0,54.75,30,1
10.0,4.0,3.0,95.65,1170,1
2.0,1.0,1.0,19.25,1050,0
12.0,6.0,1.0,108.25,1590,0
9.0,4.0,3.0,94.6,30,1
11.0,5.0,2.0,98.9,930,1
3.0,1.0,0.0,20.15,1440,0
10.0,5.0,3.0,101.3,900,0
4.0,1.0,1.0,20.0,300,0
15.0,6.0,3.0,105.3,360,0
12.0,5.0,0.0,69.85,1710,0
9.0,4.0,3.0,65.25,1740,0
5.0,1.0,0.0,19.8,1110,0
3.0,1.0,2.0,19.6,1320,0
7.0,1.0,1.0,20.05,810,0
6.0,2.0,1.0,49.4,240,0
6.0,2.0,4.0,76.05,90,1
12.0,4.0,3.0,88.4,750,0
11.0,5.0,3.0,100.6,1710,0
2.0,1.0,0.0,19.45,360,0
5.0,1.0,0.0,20.3,1860,0
15.0,7.0,6.0,107.65,1950,0
13.0,6.0,0.0,80.45,2130,0
10.0,3.0,3.0,58.85,630,0
16.0,7.0,4.0,109.6,2130,0
5.0,2.0,3.0,75.15,210,0
15.0,6.0,0.0,73.0,2160,0
3.0,1.0,4.0,70.1,30,0
15.0,6.0,3.0,98.65,2160,0
18.0,7.0,2.0,111.45,1920,0
20.0,8.0,1.0,114.9,2160,0
11.0,5.0,5.0,100.55,870,0
6.0,1.0,0.0,20.4,390,0
12.0,6.0,3.0,104.35,930,0
2.0,1.0,4.0,69.75,30,1
4.0,2.0,1.0,34.5,210,1
13.0,6.0,5.0,105.55,1830,1
6.0,1.0,2.0,30.1,1170,1
3.0,1.0,5.0,70.3,300,1
14.0,6.0,3.0,80.45,420,0
7.0,3.0,3.0,80.2,30,1
15.0,5.0,1.0,94.35,2010,1
17.0,8.0,0.0,91.35,2160,0
3.0,1.0,5.0,44.6,180,1
4.0,1.0,0.0,19.6,30,1
4.0,1.0,1.0,19.9,750,0
16.0,7.0,1.0,110.45,990,1
12.0,5.0,1.0,68.35,540,0
13.0,6.0,0.0,79.1,2130,0
6.0,2.0,3.0,51.0,840,0
10.0,3.0,4.0,80.55,60,0
14.0,5.0,0.0,66.7,510,0
12.0,4.0,3.0,86.4,1680,0
12.0,4.0,3.0,50.05,1800,0
5.0,2.0,1.0,25.7,990,0
14.0,4.0,1.0,83.4,30,0
6.0,1.0,4.0,70.7,60,1
10.0,4.0,2.0,84.65,1890,0
11.0,5.0,5.0,99.25,210,1
9.0,4.0,3.0,64.75,1650,0
14.0,6.0,5.0,100.15,1950,0
10.0,3.0,2.0,84.8,30,1
6.0,2.0,0.0,25.25,1890,0
17.0,8.0,4.0,113.0,2100,0
10.0,3.0,2.0,40.65,1080,0
13.0,6.0,2.0,105.0,1560,1
9.0,3.0,2.0,54.45,660,1
16.0,5.0,5.0,94.95,660,0
8.0,4.0,1.0,59.9,150,0
9.0,3.0,4.0,85.3,1410,1
9.0,3.0,4.0,83.35,990,1
6.0,2.0,2.0,33.5,540,1
2.0,1.0,1.0,19.8,30,0
16.0,6.0,1.0,81.8,1680,0
8.0,1.0,1.0,20.0,60,0
11.0,4.0,2.0,59.6,1050,0
7.0,2.0,0.0,25.0,1920,0
9.0,4.0,4.0,84.35,450,0
7.0,3.0,3.0,90.35,720,1
6.0,2.0,3.0,55.55,30,0
12.0,5.0,2.0,75.35,2100,0
8.0,3.0,5.0,90.75,30,1
10.0,4.0,4.0,89.6,120,1
8.0,3.0,1.0,59.3,1170,0
12.0,4.0,4.0,66.1,870,0
4.0,1.0,1.0,18.8,420,0
14.0,7.0,1.0,86.45,1830,0
6.0,2.0,5.0,52.1,390,0
10.0,4.0,2.0,47.4,1980,0
9.0,3.0,4.0,49.25,60,1
16.0,7.0,3.0,109.15,1770,0
13.0,5.0,5.0,94.95,1860,0
12.0,5.0,2.0,93.55,990,0
16.0,6.0,1.0,79.5,1980,0
17.0,8.0,3.0,115.05,2160,0
3.0,1.0,2.0,19.75,30,1
11.0,5.0,5.0,95.15,570,1
11.0,5.0,1.0,95.15,1530,0
14.0,6.0,1.0,105.4,1890,0
5.0,1.0,0.0,20.1,810,0
17.0,5.0,5.0,101.35,660,1
5.0,1.0,0.0,20.05,120,0
4.0,1.0,0.0,20.7,1260,0
4.0,1.0,1.0,20.35,870,0
4.0,1.0,5.0,70.05,120,1
3.0,1.0,2.0,19.7,900,0
5.0,2.0,4.0,74.65,120,1
17.0,7.0,0.0,85.45,2130,0
9.0,3.0,1.0,40.4,1380,0
7.0,2.0,2.0,50.4,120,1
8.0,3.0,3.0,79.65,210,1
16.0,6.0,1.0,105.2,2070,0
14.0,6.0,4.0,100.65,2160,0
8.0,3.0,4.0,79.85,570,1
10.0,4.0,2.0,91.0,840,0
7.0,3.0,4.0,78.75,150,1
18.0,8.0,3.0,116.75,2160,0
4.0,2.0,4.0,80.45,240,1
9.0,3.0,3.0,59.1,210,0
7.0,2.0,3.0,49.8,660,0
5.0,1.0,3.0,19.3,2160,0
5.0,1.0,1.0,19.65,240,0
15.0,7.0,1.0,81.4,1560,0
7.0,3.0,1.0,38.9,2040,0
18.0,8.0,0.0,87.95,2130,0
4.0,1.0,2.0,19.85,60,0
10.0,5.0,2.0,96.35,1020,0
0.0,0.0,2.0,24.15,1050,0
2.0,1.0,1.0,19.1,1830,0
4.0,1.0,2.0,44.0,30,0
5.0,2.0,2.0,50.1,30,1
9.0,3.0,2.0,60.6,1590,0
5.0,2.0,0.0,25.65,2160,0
6.0,2.0,5.0,76.4,60,1
13.0,5.0,3.0,98.7,90,1
11.0,5.0,5.0,100.8,390,1
12.0,4.0,2.0,53.95,1230,0
3.0,1.0,2.0,20.4,720,0
8.0,3.0,3.0,90.1,840,1
3.0,1.0,3.0,29.35,240,0
6.0,1.0,2.0,20.45,30,0
14.0,5.0,2.0,95.1,1620,0
4.0,2.0,1.0,25.25,1230,0
5.0,1.0,5.0,44.9,570,0
17.0,8.0,0.0,92.65,2160,0
10.0,4.0,2.0,43.7,1860,0
10.0,5.0,2.0,72.6,1680,0
6.0,2.0,3.0,51.55,450,1
7.0,2.0,4.0,79.25,300,1
2.0,1.0,1.0,18.95,960,0
6.0,1.0,2.0,20.5,630,0
2.0,1.0,0.0,19.95,1860,0
6.0,0.0,3.0,24.5,60,0
6.0,1.0,0.0,20.6,810,0
15.0,4.0,4.0,94.85,150,1
